dataset,annotation,bootstrap_estimate,bootstrap_error,bt_value,bp_value,bias_corrected_estimate,CI_lo,CI_hi,annotation.y,Class,Description,NCells,Neurotransmitter,Probable_location,Region,LeafOrder,TaxonomyRank1,TaxonomyRank2,TaxonomyRank3,TaxonomyRank4,Comment,TaxonomyRank4_reduced1,tax_order_idx_mb_fig1c,Neurotransmitter_class,Neurotransmitter_class_linnarson,nt.Acetylcholine,nt.Adrenaline,nt.Dopamine,nt.GABA,nt.GLYT1,nt.GLYT2,nt.Missing,nt.Nitric oxide,nt.Noradrenaline,nt.Serotonin,nt.VGLUT1,nt.VGLUT2,nt.VGLUT3,name_clean,category,fdr_significant
mousebrain_all.sem_mean,SATG2,-2.6077624970666522e-6,9.569326214163605e-7,-2.725126554058624,0.996786157778723,-2.66070608286571e-6,-4.406237229589397e-6,-7.47881696513343e-7,SATG2,PeripheralGlia,Satellite glia,654,NA,"Dorsal root ganglion,Sympathetic ganglion","Dorsal root ganglion,Sympathetic ganglion",241,Glia,Neural crest-like glia,Neural crest-like glia,Satellite glia,nan,Other glia,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SATG2,PeripheralGlia,FALSE
mousebrain_all.sem_mean,MGL3,-2.0710771097394554e-6,7.549662917365263e-7,-2.74327096773512,0.9969584766855962,-1.964345532416624e-6,-3.583137773191072e-6,-6.882011878252449e-7,MGL3,Immune,"Microglia, activated",1335,NA,CNS,CNS,263,Immune cells,Immune cells,Immune cells,Microglia,nan,Immune/Microglia,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MGL3,Immune,FALSE
tabula_muris.sem_mean,Brain_Myeloid.macrophage,-3.6295278969338374e-6,1.3171562692245467e-6,-2.7555788039263254,0.9970705805377512,-3.7102077083101043e-6,-6.1130057225621274e-06,-1.1474389518534443e-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Brain_Myeloid.macrophage,dummy_category,FALSE
tabula_muris.sem_mean,Pancreas.endothelial_cell,-2.9954112316193284e-6,1.079731670909266e-6,-2.7742181806122495,0.9972332723133988,-2.959329435705924e-6,-5.239278828662442e-6,-1.140558003382079e-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pancreas.endothelial_cell,dummy_category,FALSE
tabula_muris.sem_mean,Fat.T_cell,-2.6871335430078553e-6,9.684031350797015e-7,-2.774808801901182,0.9972382915307856,-2.7231397940750793e-6,-4.529179511876023e-6,-7.357735664558954e-7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fat.T_cell,dummy_category,FALSE
mousebrain_all.sem_mean,ACNT2,-2.6061708006875935e-6,9.318106418064744e-7,-2.7968888567693164,0.9974201360323411,-2.5509004803430526e-6,-4.4440323718310375e-6,-8.380114608495058e-7,ACNT2,Astrocytes,"Non-telencephalon astrocytes, fibrous",2568,NA,Non-telencephalon,"Hypothalamus,Thalamus,Midbrain dorsal,Midbrain ventral,Pons,Medulla,Spinal cord",235,Glia,CNS glia,Astroependymal cells,Astrocytes,nan,Astrocytes,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ACNT2,Astrocytes,FALSE
mousebrain_all.sem_mean,PSNP2,-2.5896237325027486e-6,9.248262382028961e-7,-2.800119228380516,0.9974458132585308,-2.584237313659184e-6,-4.3106230470744094e-6,-7.09823857018867e-7,PSNP2,Neurons,"Non-peptidergic (NP1.1), DRG",72,Glutamate (VGLUT2),Dorsal root ganglion,Dorsal root ganglion,210,Neurons,PNS neurons,Peripheral sensory neurons,Peripheral sensory non-peptidergic neurons,nan,Peripheral sensory neurons,8,Excitatory,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,PSNP2,Neurons,FALSE
tabula_muris.sem_mean,Kidney.kidney_collecting_duct_epithelial_cell,-3.14132137539083e-6,1.0663415043113696e-6,-2.9458868127049573,0.9983898489148145,-2.959943034338646e-6,-5.2870542304975285e-6,-1.1062614494487603e-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kidney.kidney_collecting_duct_epithelial_cell,dummy_category,FALSE
mousebrain_all.sem_mean,ACOB,-3.0368023633967486e-6,1.0269258979885886e-6,-2.9571776983566678,0.9984476543150312,-3.131834679137127e-6,-5.068220578394644e-6,-1.12053896798338e-6,ACOB,Astrocytes,Olfactory astrocytes,1438,NA,Olfactory bulb periglomerular layer,Olfactory bulb,233,Glia,CNS glia,Astroependymal cells,Astrocytes,nan,Astrocytes,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ACOB,Astrocytes,FALSE
mousebrain_all.sem_mean,CR,-2.9430022910902793e-6,9.919436326351678e-7,-2.966904765820198,0.9984959294064064,-2.8831044750381167e-6,-4.858996172847537e-6,-1.0740866550528286e-6,CR,Neurons,"Cajal-Retzius cells, hippocampus",222,Glutamate (VGLUT2),Dentate gyrus molecular layer,Dentate gyrus,134,Neurons,CNS neurons,Di- and mesencephalon neurons,Di- and mesencephalon excitatory neurons,nan,Di- and mesencephalon excitatory neurons,14,Excitatory,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,CR,Neurons,FALSE
tabula_muris.sem_mean,Marrow.granulocyte,-2.9956704773433947e-6,9.998023705309423e-7,-2.9962626271355526,0.9986334453334544,-3.0538281625287275e-6,-4.929062643664777e-6,-1.0259689652857063e-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marrow.granulocyte,dummy_category,FALSE
mousebrain_all.sem_mean,ENTG5,-2.4506733772834058e-6,8.150166872498526e-7,-3.006899632390133,0.9986803655598673,-2.3747356922608986e-6,-4.003987646176251e-6,-8.88567934034928e-7,ENTG5,PeripheralGlia,Enteric glia,1132,NA,Enteric nervous system,Enteric nervous system,247,Glia,Neural crest-like glia,Neural crest-like glia,Enteric glia,Foxd3 positive,Enteric glia,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ENTG5,PeripheralGlia,FALSE
tabula_muris.sem_mean,Fat.endothelial_cell,-2.921937245504894e-6,9.618347189011088e-7,-3.037878741623293,0.9988087509864052,-2.9087206269982396e-6,-4.754047615488635e-6,-1.1931674877919567e-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fat.endothelial_cell,dummy_category,FALSE
mousebrain_all.sem_mean,ENTG6,-2.7023696711547956e-6,8.853548417288469e-7,-3.0523012285987323,0.998864529599484,-2.7965798455647026e-6,-4.289095234249991e-6,-1.0108063061887464e-6,ENTG6,PeripheralGlia,Enteric glia,811,NA,Enteric nervous system,Enteric nervous system,248,Glia,Neural crest-like glia,Neural crest-like glia,Enteric glia,nan,Enteric glia,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ENTG6,PeripheralGlia,FALSE
mousebrain_all.sem_mean,ENTG7,-2.802822410774524e-6,9.061749609312078e-7,-3.0930256645960226,0.99900936499916,-2.742777817464305e-6,-4.4476676820976435e-6,-1.0677165515586273e-6,ENTG7,PeripheralGlia,Enteric glia,1041,NA,Enteric nervous system,Enteric nervous system,249,Glia,Neural crest-like glia,Neural crest-like glia,Enteric glia,Foxd3 positive,Enteric glia,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ENTG7,PeripheralGlia,FALSE
tabula_muris.sem_mean,Pancreas.pancreatic_stellate_cell,-3.137983198203332e-6,1.0011314463968256e-6,-3.1344367510352953,0.999139078157388,-3.1328273779835416e-6,-5.0454526843907584e-6,-1.3000121453482408e-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pancreas.pancreatic_stellate_cell,dummy_category,FALSE
mousebrain_all.sem_mean,COP1,-2.6221366800555865e-6,8.346913428291075e-7,-3.141444682016351,0.9991594171809436,-2.6027318313531226e-6,-4.140725758657186e-6,-9.721236928198768e-7,COP1,Oligos,Committed oligodendrocytes cells (COP),1532,NA,CNS,CNS,215,Glia,CNS glia,Oligodendrocytes,Oligodendrocytes,nan,Oligodendrocytes,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,COP1,Oligos,FALSE
tabula_muris.sem_mean,Trachea.endothelial_cell,-2.835346830222672e-6,9.023112648350878e-7,-3.142315673894283,0.9991619139284134,-2.780415344725008e-6,-4.620969082164241e-6,-1.1098080290732696e-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Trachea.endothelial_cell,dummy_category,FALSE
mousebrain_all.sem_mean,EPMB,-2.9061902024111024e-6,9.173235710106663e-7,-3.1681189650552546,0.9992328563828564,-2.833673237195512e-6,-4.7353398472228735e-06,-1.0601746064158432e-6,EPMB,Ependymal,"Ependymal cells, midbrain",69,NA,Dorsal midbrain pia,Midbrain dorsal,228,Glia,CNS glia,Astroependymal cells,Ependymal cells,"Gfap high, no Aqp4,Gja1,Foxj1",Other CNS glia,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EPMB,Ependymal,FALSE
tabula_muris.sem_mean,Liver.Kupffer_cell,-4.295208107853566e-6,1.3435471219024908e-6,-3.1969166081584555,0.9993054746101302,-4.443113764902125e-6,-6.843544922634538e-6,-1.7165093674843046e-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Liver.Kupffer_cell,dummy_category,FALSE
tabula_muris.sem_mean,Thymus.leukocyte,-3.4153061291985816e-6,1.0676558481815152e-6,-3.1988829874492812,0.9993101942410525,-3.460673159510552e-6,-5.528262230847451e-6,-1.4526777293370845e-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Thymus.leukocyte,dummy_category,FALSE
mousebrain_all.sem_mean,SYNOR1,-3.4463713797306233e-6,1.0722361046332922e-6,-3.214190759701467,0.9993459363207295,-3.501429611428926e-6,-5.550394367884268e-6,-1.3457514200426446e-6,SYNOR1,Neurons,Noradrenergic erector muscle neurons,97,Noradrenaline,Sympathetic ganglion,Sympathetic ganglion,191,Neurons,PNS neurons,Sympathetic neurons,Sympathetic noradrenergic neurons,correspont to NA2 in Furlan et al 2016.,Sympathetic neurons,9,Monoamines,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,SYNOR1,Neurons,FALSE
tabula_muris.sem_mean,Heart.cardiac_muscle_cell,-2.767391302945885e-6,8.599092930633533e-7,-3.218236301514187,0.9993550924531837,-2.7742960617759998e-6,-4.3487773048138085e-6,-9.716241802870103e-7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Heart.cardiac_muscle_cell,dummy_category,FALSE
mousebrain_all.sem_mean,SCHW,-3.23110089462702e-6,1.0028672457718866e-6,-3.2218630215010235,0.9993631999618156,-3.1643237013064724e-6,-5.212513089372552e-6,-1.312999002246606e-6,SCHW,PeripheralGlia,Schwann cells,47,NA,Dorsal root ganglion,Dorsal root ganglion,240,Glia,Neural crest-like glia,Neural crest-like glia,Schwann cells,"Probably making myelin, Pllp,Utg8a",Other glia,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SCHW,PeripheralGlia,FALSE
mousebrain_all.sem_mean,SYNOR4,-3.3180184012847983e-6,1.0161256552781678e-6,-3.265362294564327,0.9994533792604503,-3.22177314230561e-6,-5.375677674209458e-6,-1.266062487837641e-6,SYNOR4,Neurons,Noradrenergic erector muscle neurons,182,Noradrenaline,Sympathetic ganglion,Sympathetic ganglion,194,Neurons,PNS neurons,Sympathetic neurons,Sympathetic noradrenergic neurons,"correspont to NA4,5 in Furlan et al 2016.",Sympathetic neurons,9,Monoamines,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,SYNOR4,Neurons,FALSE
tabula_muris.sem_mean,Mammary_Gland.luminal_epithelial_cell_of_mammary_gland,-3.1697232687621874e-6,9.592798728703021e-7,-3.304273714487435,0.9995238859340045,-3.090715314219982e-6,-4.958056489200201e-6,-1.3227069565435591e-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mammary_Gland.luminal_epithelial_cell_of_mammary_gland,dummy_category,FALSE
mousebrain_all.sem_mean,SYNOR5,-3.886873847389887e-6,1.1734049587936977e-6,-3.312474366382202,0.9995376270000149,-3.846199965505347e-6,-6.063638679900382e-6,-1.4799628470603996e-6,SYNOR5,Neurons,Noradrenergic erector muscle neurons,46,Noradrenaline,Sympathetic ganglion,Sympathetic ganglion,195,Neurons,PNS neurons,Sympathetic neurons,Sympathetic noradrenergic neurons,"correspont to NA4,5 in Furlan et al 2016.",Sympathetic neurons,9,Monoamines,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,SYNOR5,Neurons,FALSE
mousebrain_all.sem_mean,SATG1,-2.784210188995722e-6,8.370812093449843e-7,-3.3260932845146116,0.9995596377610066,-2.8716921319434074e-6,-4.170245727273492e-6,-1.102966200152721e-6,SATG1,PeripheralGlia,"Satellite glia, proliferating",30,NA,Dorsal root ganglion,Dorsal root ganglion,242,Glia,Neural crest-like glia,Neural crest-like glia,Satellite glia,nan,Other glia,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SATG1,PeripheralGlia,FALSE
tabula_muris.sem_mean,Lung.leukocyte,-4.2656289511350805e-6,1.2797313462632305e-6,-3.33322221385806,0.9995707682578279,-4.252726521077082e-6,-6.776782880829438e-6,-1.7663475253331642e-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lung.leukocyte,dummy_category,FALSE
tabula_muris.sem_mean,Lung.classical_monocyte,-4.782390956842171e-6,1.4278161567836862e-6,-3.349444488438228,0.9995951311018739,-4.778069753545327e-6,-7.413977388503821e-6,-1.913356834651366e-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lung.classical_monocyte,dummy_category,FALSE
mousebrain_all.sem_mean,VSMCA,-2.3148017270411995e-6,6.850233905887713e-7,-3.3791572066636277,0.999636457908051,-2.4229194750080173e-6,-3.6320652136448566e-6,-9.06505618908392e-7,VSMCA,Vascular,"Vascular smooth muscle cells, arterial",1221,NA,CNS,CNS,256,Vascular cells,Vascular cells,Vascular cells,Vascular smooth muscle cells,nan,Vascular,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,VSMCA,Vascular,FALSE
tabula_muris.sem_mean,Skin.leukocyte,-4.140413400403929e-6,1.2173366714870686e-6,-3.4012065005370307,0.999664554361975,-4.03277223589568e-6,-6.558286619065724e-6,-1.8171867439921551e-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Skin.leukocyte,dummy_category,FALSE
mousebrain_all.sem_mean,SYNOR3,-3.0206966903978804e-6,8.812702927065779e-7,-3.427661995868085,0.9996955985254408,-2.981798246822029e-6,-4.6678894477362895e-6,-1.2847892548362025e-6,SYNOR3,Neurons,"Noradrenergic neurons, sympathetic",409,Noradrenaline,Sympathetic ganglion,Sympathetic ganglion,193,Neurons,PNS neurons,Sympathetic neurons,Sympathetic noradrenergic neurons,correspont to NA3 in Furlan et al 2016.,Sympathetic neurons,9,Monoamines,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,SYNOR3,Neurons,FALSE
tabula_muris.sem_mean,Marrow.immature_natural_killer_cell,-4.384128568914135e-6,1.259654062639144e-6,-3.480422680278424,0.9997496883503864,-4.311526335612926e-6,-6.8068976443149975e-6,-1.8010875238045154e-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marrow.immature_natural_killer_cell,dummy_category,FALSE
mousebrain_all.sem_mean,ACNT1,-2.7157703588646963e-6,7.788406735877338e-7,-3.486939564101712,0.9997557091235985,-2.7606804546097906e-6,-4.154846413039815e-6,-1.1610437248387934e-6,ACNT1,Astrocytes,"Non-telencephalon astrocytes, protoplasmic",6642,NA,Non-telencephalon,"Hypothalamus,Thalamus,Midbrain dorsal,Midbrain ventral,Pons,Medulla,Spinal cord",234,Glia,CNS glia,Astroependymal cells,Astrocytes,nan,Astrocytes,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ACNT1,Astrocytes,FALSE
tabula_muris.sem_mean,Limb_Muscle.endothelial_cell,-3.355307017388147e-6,9.57493941504556e-7,-3.504259266764438,0.9997710603300313,-3.425377785805942e-6,-5.1121129876476816e-6,-1.5071497489201664e-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Limb_Muscle.endothelial_cell,dummy_category,FALSE
tabula_muris.sem_mean,Heart.fibroblast,-3.1221848279650438e-6,8.907349075350324e-7,-3.5051784785275735,0.9997718493617163,-3.160957662193219e-6,-4.795954566089748e-6,-1.2606165908370882e-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Heart.fibroblast,dummy_category,FALSE
mousebrain_all.sem_mean,EPEN,-2.4909335685435414e-6,7.028803069286926e-7,-3.5438943785862067,0.9998028684207703,-2.4715321215353633e-6,-3.82206115890469e-6,-1.0619963006123446e-6,EPEN,Ependymal,Ependymal cells,774,NA,Brain,Brain,227,Glia,CNS glia,Astroependymal cells,Ependymal cells,nan,Other CNS glia,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EPEN,Ependymal,FALSE
mousebrain_all.sem_mean,OPC,-3.1607166553232795e-6,8.866954740968509e-7,-3.5646022198801077,0.9998177957920378,-3.2184501242078997e-6,-4.722345175343217e-6,-1.2367031354508007e-6,OPC,Oligos,Oligodendrocytes precursor cells,820,NA,CNS,CNS,239,Glia,Neural crest-like glia,Neural crest-like glia,Oligodendrocyte precursor cells,nan,Oligodendrocytes,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OPC,Oligos,FALSE
mousebrain_all.sem_mean,HYPEN,-2.6142437529210228e-6,7.178065962957624e-7,-3.6419890349459245,0.9998647302003584,-2.715471564929775e-6,-4.006317010326859e-6,-1.1701872241529602e-6,HYPEN,Ependymal,"Hypendymal cell, subcommissural organ",111,NA,Subcommissural organ,Subcommissural organ,225,Glia,CNS glia,Astroependymal cells,Subcommissural organ hypendymal cells,nan,Other CNS glia,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HYPEN,Ependymal,FALSE
tabula_muris.sem_mean,Large_Intestine.Brush_cell_of_epithelium_proper_of_large_intestine,-4.459615116521964e-6,1.222977475032871e-6,-3.646522693643315,0.9998670934937091,-4.52264399972563e-6,-6.717273862588343e-6,-2.0818537828944018e-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Large_Intestine.Brush_cell_of_epithelium_proper_of_large_intestine,dummy_category,FALSE
tabula_muris.sem_mean,Lung.stromal_cell,-3.852775128466217e-6,1.053593951295749e-6,-3.6567931352756267,0.9998723048399584,-3.7220996928583184e-6,-5.730211998247852e-6,-1.6862580065333089e-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lung.stromal_cell,dummy_category,FALSE
tabula_muris.sem_mean,Fat.mesenchymal_stem_cell_of_adipose,-2.772571385642973e-6,7.549806261597518e-7,-3.672374216734278,0.9998798462800655,-2.8136870695035796e-6,-4.181871040872596e-6,-1.4051317983107102e-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fat.mesenchymal_stem_cell_of_adipose,dummy_category,FALSE
tabula_muris.sem_mean,Trachea.epithelial_cell,-3.1823472718490405e-6,8.598282775278118e-7,-3.701142838659554,0.9998926846968028,-3.2253771309344403e-6,-4.751599587056937e-6,-1.3825720054099105e-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Trachea.epithelial_cell,dummy_category,FALSE
tabula_muris.sem_mean,Fat.B_cell,-4.432152348389058e-6,1.1962057573614858e-6,-3.7051755695986754,0.9998943778204145,-4.430623527758184e-6,-6.484951187532493e-6,-2.1134086934810377e-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fat.B_cell,dummy_category,FALSE
tabula_muris.sem_mean,Liver.endothelial_cell_of_hepatic_sinusoid,-3.976135439687059e-6,1.0602175016579056e-6,-3.7503016442092427,0.9999116890131116,-4.097648218904868e-6,-6.236832815580818e-6,-1.9912160643276183e-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Liver.endothelial_cell_of_hepatic_sinusoid,dummy_category,FALSE
mousebrain_all.sem_mean,PER1,-2.5943907666827054e-6,6.878701409486132e-7,-3.7716287017559575,0.9999189072657303,-2.559456410581497e-6,-3.919910524989296e-6,-1.2977078916995863e-6,PER1,Vascular,Pericytes,4725,NA,CNS,CNS,257,Vascular cells,Vascular cells,Vascular cells,Pericytes,merge with 5,Vascular,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PER1,Vascular,FALSE
mousebrain_all.sem_mean,ENT2,-3.2770021829995508e-6,8.5726879370894e-7,-3.8226075730830336,0.9999339760795043,-3.1774480283252768e-6,-4.870711071639579e-6,-1.4438999397114087e-6,ENT2,Neurons,Nitrergic enteric neurons,107,Nitric oxide,Myenteric plexus of small intestine,Enteric nervous system,183,Neurons,PNS neurons,Enteric neurons,Enteric neurons,Marklund cluster #2,Enteric neurons,10,Nitric oxide,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,ENT2,Neurons,FALSE
mousebrain_all.sem_mean,MOL3,-2.337327313631845e-6,6.042979107716351e-7,-3.8678394744858284,0.999945098046752,-2.295308231875493e-6,-3.500205087207454e-6,-1.2589853199734396e-6,MOL3,Oligos,"Mature oligodendrocytes, spinal cord enriched (high Klk6)",1849,NA,Spinal cord-enriched,CNS,223,Glia,CNS glia,Oligodendrocytes,Oligodendrocytes,nan,Oligodendrocytes,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MOL3,Oligos,FALSE
mousebrain_all.sem_mean,CHOR,-3.2635371963563243e-6,8.365949881206827e-7,-3.900976270115479,0.9999520972286083,-3.2440743879923287e-6,-4.507598463877953e-6,-1.5746892471549723e-6,CHOR,Ependymal,Chorid plexus epithelial cells,458,NA,"Medulla,Thalamus","Medulla,Thalamus",224,Glia,CNS glia,Astroependymal cells,Choroid epithelial cells,nan,Other CNS glia,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CHOR,Ependymal,FALSE
tabula_muris.sem_mean,Kidney.epithelial_cell_of_proximal_tubule,-3.958776164401818e-6,1.0049734231971268e-6,-3.9391849306897533,0.9999591205533259,-3.905841010350064e-6,-5.8926056527802e-6,-1.9581585528461954e-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kidney.epithelial_cell_of_proximal_tubule,dummy_category,FALSE
tabula_muris.sem_mean,Kidney.macrophage,-4.746041860802682e-6,1.1983936434985176e-6,-3.9603363106527967,0.9999625778589428,-4.664185118332827e-6,-6.984642008378485e-6,-2.485927744707724e-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kidney.macrophage,dummy_category,FALSE
mousebrain_all.sem_mean,ENTG2,-2.930956995406016e-6,7.327333286003505e-7,-4.000032318721819,0.9999683330831092,-2.87572693939878e-6,-4.257532842753141e-6,-1.5762193046616932e-6,ENTG2,PeripheralGlia,Enteric glia,2160,NA,Enteric nervous system,Enteric nervous system,244,Glia,Neural crest-like glia,Neural crest-like glia,Enteric glia,nan,Enteric glia,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ENTG2,PeripheralGlia,FALSE
mousebrain_all.sem_mean,TEGLU16,-3.437142549124338e-6,8.571134058698848e-7,-4.010137428239126,0.9999696582912114,-3.4044578742360427e-6,-5.093246649511667e-6,-1.702460234913333e-6,TEGLU16,Neurons,"Excitatory neurons, cerebral cortex",61,"Glutamate (VGLUT1), Nitric oxide",Piriform pyramidal,Cortex,15,Neurons,CNS neurons,Telencephalon projecting neurons,Telencephalon projecting excitatory neurons,nan,Telencephalon projecting excitatory neurons,24,Excitatory,Ex,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,TEGLU16,Neurons,FALSE
